Product Name,Release Date,First appearance,Continuity,MSRP,Grade
Messer Type-F01 (HG),2020-07-04,Mobile Suit Gundam: Hathaway’s Flash,UC,2750,HG
Xi Gundam (HG),2021-04-24,Mobile Suit Gundam: Hathaway’s Flash,UC,6600,HG
Xi Gundam (SD),2013-12-07,Mobile Suit Gundam: Hathaway’s Flash,UC,1650,SD
Gundam Barbatos (HG),2015-10-03,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Graze Standard Type/Commander Type (HG),2015-10-10,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Schwalbe Graze (McGillis Fareed Custom) (HG),2015-10-17,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Graze Kai (HG),2015-11-17,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Hyakuri (HG),2015-11-14,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Hyakuren (HG),2015-11-14,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Gundam Barbatos + Long Distance Transport Booster Kutan Type-III (HG),2015-12-12,Mobile Suit Gundam: Iron Blooded Orphans,PD,5500,HG
Man Rodi (HG),2015-12-12,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Gundam Gusion (HG),2015-12-12,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Hyakuren Amida Custom (HG),2015-12-12,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Gundam Kimaris (HG),2016-01-16,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Ryusei-Go (Graze Custom II) (HG),2016-01-30,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Gundam Gusion Rebake (HG),2016-01-30,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Grimgerde (HG),2016-02-13,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Gundam Barbatos 6th Form (HG),2016-02-27,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Gundam Kimaris Trooper (HG),2016-03-12,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Graze Ritter (HG),2016-03-12,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Graze Ein (HG),2016-04-09,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Gundam Barbatos Lupus (HG),2016-03-13,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Hugo (HG),2016-10-08,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Gundam Gusion Rebake Full City (HG),2016-10-22,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Reginlaze (Julietta’s Unit) (HG),2016-10-29,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Io Frame Shiden (HG),2016-12-11,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Geirail (HG),2016-12-11,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Gundam Vidar (HG),2016-12-01,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Gundam Flauros “Ryusei-Go” (HG),2016-12-10,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Mobile Armor Hashmal (HG),2016-12-16,Mobile Suit Gundam: Iron Blooded Orphans,PD,4180,HG
Hekija (HG),2017-01-14,Mobile Suit Gundam: Iron Blooded Orphans,PD,1100,HG
Helmwige Reincar (HG),2017-01-28,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Rouei (HG),2017-01-28,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,HG
Gundam Barbatos Lupus Rex (HG),2017-02-11,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Reginlaze Julia (HG),2017-02-18,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Gundam Kimaris Vidar (HG),2017-03-04,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Gundam Bael (HG),2017-03-11,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,HG
Gundam Barbatos (FM),2015-11-28,Mobile Suit Gundam: Iron Blooded Orphans,PD,2750,FM
Graze Standard Type/Commander Type (FM),2015-12-19,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
McGillis’ Schwalbe Graze (FM),2016-01-23,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Gundam Gusion/Rebake (FM),2016-02-20,Mobile Suit Gundam: Iron Blooded Orphans,PD,5500,FM
Gundam Barbatos 6th form (FM),2016-03-19,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Gundam Kimaris Booster Unit Type (FM),2016-03-19,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Grimgerde (FM),2016-04-23,Mobile Suit Gundam: Iron Blooded Orphans,PD,2750,FM
Graze Custom (FM),2016-06-11,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Gundam Kimaris Trooper (FM),2016-07-09,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Gundam Barbatos Lupus (FM),2016-11-19,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Gundam Vidar (FM),2016-12-23,Mobile Suit Gundam: Iron Blooded Orphans,PD,3300,FM
Gundam Barbatos Lupus Rex (FM),2017-02-18,Mobile Suit Gundam: Iron Blooded Orphans,PD,3520,FM
Gundam Bael (FM),2017-03-25,Mobile Suit Gundam: Iron Blooded Orphans,PD,3520,FM
Gundam Barbatos (MG),2019-12-21,Mobile Suit Gundam: Iron Blooded Orphans,PD,4950,MG
Gundam Barbatos DX (SD),2016-08-20,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,SD
Gundam Barbatos Lupus DX (SD),2017-01-21,Mobile Suit Gundam: Iron Blooded Orphans,PD,1320,SD
Barbatos Lupus Rex (SD),2020-04-18,Mobile Suit Gundam: Iron Blooded Orphans,PD,1540,SD
Gundam Barbatos (SD),2016-05-28,Mobile Suit Gundam: Iron Blooded Orphans,PD,660,SD
Gundam Barbatos Lupus (SD),2016-12-03,Mobile Suit Gundam: Iron Blooded Orphans,PD,660,SD
Gundam Astaroth (HG),2016-03-13,Mobile Suit Gundam: Iron Blooded Orphans Gekko,PD,1100,HG
Gundam Astaroth Origin (HG),2016-08-27,Mobile Suit Gundam: Iron Blooded Orphans Gekko,PD,1540,HG
Gundam Vual (HG),2017-04-08,Mobile Suit Gundam: Iron Blooded Orphans Gekko,PD,1540,HG
Gundam Astaroth Rinascimento (HG),2017-07-15,Mobile Suit Gundam: Iron Blooded Orphans Gekko,PD,1980,HG
Gundam Gremory (HG),2021-10-16,Mobile Suit Gundam: Iron Blooded Orphans Gekko,PD,1980,HG
Sigrún (HG),2022-06-18,Mobile Suit Gundam: Iron Blooded Orphans MSV,PD,1760,HG
Gundam Marchosias (HG),2020-03-07,Mobile Suit Gundam: Iron Blooded Orphans Urdr-Hunt,PD,2420,HG
Gundam Hajiroboshi (HG),2020-08-22,Mobile Suit Gundam: Iron Blooded Orphans Urdr-Hunt,PD,1650,HG
Gundam Asmoday (HG),2022-04-16,Mobile Suit Gundam: Iron Blooded Orphans Urdr-Hunt,PD,2090,HG
Schwalbe Custom (HG),2022-05-21,Mobile Suit Gundam: Iron Blooded Orphans Urdr-Hunt,PD,1760,HG
Gundam Ground Type (HG),2007-06-15,Mobile Suit Gundam: The 08th MS Team,UC,1650,HG
Gouf Custom (HG),2010-11-07,Mobile Suit Gundam: The 08th MS Team,UC,1760,HG
Gundam Ez8 (HG),2013-04-13,Mobile Suit Gundam: The 08th MS Team,UC,1760,HG
GM Ground Type (HG),2017-01-21,Mobile Suit Gundam: The 08th MS Team,UC,1650,HG
Gundam Ground Type (HG),2018-04-21,Mobile Suit Gundam: The 08th MS Team,UC,1870,HG
Gundam Ground Type (MG),2000-05,Mobile Suit Gundam: The 08th MS Team,UC,3300,MG
Gundam Ez8 (MG),2000-10,Mobile Suit Gundam: The 08th MS Team,UC,3300,MG
Gouf Custom (MG),2001-02,Mobile Suit Gundam: The 08th MS Team,UC,3300,MG
GM Ground Type (MG),2001-07,Mobile Suit Gundam: The 08th MS Team,UC,3300,MG
Ball Type K (MG),2005-05,Mobile Suit Gundam: The 08th MS Team,UC,2640,MG
GM Sniper (MG),2006-11-30,Mobile Suit Gundam: The 08th MS Team,UC,3850,MG
Gundam Ground Type (SD),2019-05-18,Mobile Suit Gundam: The 08th MS Team,UC,1100,SD
Gouf Custom (SD),2000-02,Mobile Suit Gundam: The 08th MS Team,UC,440,SD
Gundam Ez-8 (SD),2000-04,Mobile Suit Gundam: The 08th MS Team,UC,440,SD
Char’s Zaku II (HG),2015-04-30,Mobile Suit Gundam: The Origin,UC,1870,HG
Guntank Early Type (HG),2015-05-13,Mobile Suit Gundam: The Origin,UC,1870,HG
Zaku II High Mobility Type (Gaia/Mash Custom) (HG),2015-06-30,Mobile Suit Gundam: The Origin,UC,2200,HG
Zaku II High Mobility Type (Ortega Custom) (HG),2015-11-19,Mobile Suit Gundam: The Origin,UC,2420,HG
Mobile Worker Model 01 Late Type (Mash) (HG),2015-10-29,Mobile Suit Gundam: The Origin,UC,1980,HG
Waff (HG),2016-04-30,Mobile Suit Gundam: The Origin,UC,1870,HG
Zaku I (Denim/Slender Unit) (HG),2016-05-21,Mobile Suit Gundam: The Origin,UC,1870,HG
Guncannon First Type (Iron Cavalry Squadron) (HG),2016-11-19,Mobile Suit Gundam: The Origin,UC,1980,HG
Bugu (Ramba Ral Custom) (HG),2016-12-03,Mobile Suit Gundam: The Origin,UC,1870,HG
Zaku I Char Aznable Custom (HG),2016-12-10,Mobile Suit Gundam: The Origin,UC,1870,HG
Zaku I (Char Aznable) (HG),2017-03,Mobile Suit Gundam: The Origin,UC,1870,HG
Zaku II Type C/Type C-5 (HG),2017-11-02,Mobile Suit Gundam: The Origin,UC,1980,HG
Zaku I (Kycilia’s Forces) (HG),2017-11-03,Mobile Suit Gundam: The Origin,UC,1870,HG
Char’s Zaku II (Red Comet version) (HG),2019-04-27,Mobile Suit Gundam: The Origin,UC,1980,HG
Zaku II Type C-6/R6 (HG),2019-04-27,Mobile Suit Gundam: The Origin,UC,1980,HG
Gundam (HG),2020-03-14,Mobile Suit Gundam: The Origin,UC,2530,HG
Gundam The Origin (MG),2015-11-21,Mobile Suit Gundam: The Origin,UC,4950,MG
Gundam Local Type (North American Type) (HG),2017-10-07,Mobile Suit Gundam: The Origin MSD Cucuruz Doan's Island,UC,2200,HG
Gundam FSD (HG),2018-04-07,Mobile Suit Gundam: The Origin MSD Cucuruz Doan's Island,UC,2420,HG
Gundam Aerial (HG),2022-10-01,Mobile Suit Gundam: The Witch from Mercury,AS,1430,HG
Guel’s Dilanza (HG),2022-10-08,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Dilanza Standard Type/Lauda’s Dilanza (HG),2022-11-05,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Chuchu’s Demi Trainer (HG),2022-11-05,Mobile Suit Gundam: The Witch from Mercury,AS,1540,HG
Gundam Pharact (HG),2022-12-17,Mobile Suit Gundam: The Witch from Mercury,AS,2090,HG
Demi Trainer (HG),2022-12-10,Mobile Suit Gundam: The Witch from Mercury,AS,1320,HG
Darilbalde (HG),2022-12-03,Mobile Suit Gundam: The Witch from Mercury,AS,2090,HG
Demi Trainer Expansion Set (HG),2022-12-10,Mobile Suit Gundam: The Witch from Mercury,AS,880,HG
Michaelis (HG),2023-01-14,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Beguir-Pente (HG),2023-01-14,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Mirasoul Flight Unit (HG),2023-01-14,Mobile Suit Gundam: The Witch from Mercury,AS,880,HG
Zowort (HG),2023-02-11,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Tickbalang (HG),2023-02-11,Mobile Suit Gundam: The Witch from Mercury,AS,1430,HG
Heindree (HG),2023-02-18,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Gundam Lfrith Ur (HG),2023-03-04,Mobile Suit Gundam: The Witch from Mercury,AS,2090,HG
Gundam Lfrith Thorn (HG),2023-03-18,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Gundam Aerial Rebuild (HG),2023-03-18,Mobile Suit Gundam: The Witch from Mercury,AS,1870,HG
Zowort Heavy (HG),2023-04-08,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Dilanza Sol (HG),2023-04-08,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Heindree Sturm (HG),2023-05-20,Mobile Suit Gundam: The Witch from Mercury,AS,1760,HG
Demi Barding (HG),2023-06-10,Mobile Suit Gundam: The Witch from Mercury,AS,2090,HG
Gundvölva (HG),2023-06-10,Mobile Suit Gundam: The Witch from Mercury,AS,1540,HG
Gundam Schwarzette (HG),2023-07-08,Mobile Suit Gundam: The Witch from Mercury,AS,2090,HG
Gundam Calibarn (HG),2023-07-15,Mobile Suit Gundam: The Witch from Mercury,AS,2200,HG
Gundam Calibarn (SD),2024-06-29,Mobile Suit Gundam: The Witch from Mercury,AS,1980,SD
Gundam Aerial (SD),2022-10-15,Mobile Suit Gundam: The Witch from Mercury,AS,660,SD
Gundam Lfrith (HG),2022-08-06,Mobile Suit Gundam: The Witch from Mercury Prologue,AS,1760,HG
Beguir-Beu (HG),2022-08-06,Mobile Suit Gundam: The Witch from Mercury Prologue,AS,1760,HG
Moon Gundam (HG),2018-09-22,Mobile Suit Moon Gundam,,3300,HG
Zaku II Type FS (Garma Zabi Custom) (HG),2002-09-20,Mobile Suit Variation,UC,1100,HG
Zaku I (Black Tri-Stars Type) (HG),2006-08-27,Mobile Suit Variation,UC,1100,HG
Zaku II High Mobility Type (Black Tri-Stars Custom) (HG),2013-02-16,Mobile Suit Variation,UC,1760,HG
Zaku II High Mobility Type (Shin Matsunaga Custom) (HG),2013-03-09,Mobile Suit Variation,UC,1760,HG
Zaku II High Mobility Type (Johnny Ridden Custom) (HG),2013-11-30,Mobile Suit Variation,UC,1980,HG
Zaku II High Mobility Type (Shin Matsunaga) (MG),1996-06,Mobile Suit Variation,UC,3080,MG
Zaku II High Mobility Type(Johnny Ridden) (MG),1996-06,Mobile Suit Variation,UC,3080,MG
Gelgoog Cannon (Johnny Ridden Custom) (MG),1997-03,Mobile Suit Variation,UC,3300,MG
Zaku I (Black Tri-Stars) (MG),1999-05,Mobile Suit Variation,UC,2750,MG
Zaku II High Mobility Type (Black Tri-Stars) (MG),1999-06,Mobile Suit Variation,UC,3300,MG
Zaku I (Ramba Ral Custom) (MG),2000-09,Mobile Suit Variation,UC,2750,MG
Zaku II High Mobility Type (Black Tri-Stars) (2.0) (MG),2008-01,Mobile Suit Variation,UC,4950,MG
Zaku Minelayer (MG),2008-03,Mobile Suit Variation,UC,4950,MG
Zaku Cannon (MG),2008-08-23,Mobile Suit Variation,UC,4950,MG
Zaku II High Mobility Type (Johnny Ridden Custom) (2.0) (MG),2008-09-13,Mobile Suit Variation,UC,4950,MG
Zaku II High Mobility Type (Shin Matsunaga Custom) (2.0) (MG),2008-11-16,Mobile Suit Variation,UC,4950,MG
Full Armor Gundam (MG),2010-06-26,Mobile Suit Variation,UC,5500,MG
GM Sniper Custom (MG),2017-11-11,Mobile Suit Variation,UC,4400,MG
Zaku II High Mobility Type (Johnny Ridden Custom) (RG),2016-11-18,Mobile Suit Variation,UC,3300,RG
Johnny Ridden’s Zaku II (SD),1989-07-20,Mobile Suit Variation,UC,330,SD
Full Armor Gundam (SD),2003-06,Mobile Suit Variation,UC,1100,SD
Johnny Ridden’s Gelgoog (SD),1988,Mobile Suit Variation,UC,440,SD
Victory Gundam (HG),2013-11-21,Mobile Suit Victory Gundam,UC,1320,HG
Victory 2 Gundam (HG),2014-01-25,Mobile Suit Victory Gundam,UC,1430,HG
V-Dash Gundam (HG),2015-03-14,Mobile Suit Victory Gundam,UC,1980,HG
V2 Assault-Buster Gundam (HG),2015-05-23,Mobile Suit Victory Gundam,UC,2200,HG
Victory Gundam (Ver. Ka) (MG),2009-12-19,Mobile Suit Victory Gundam,UC,4180,MG
Core Booster (Ver. Ka) (MG),2010-07-24,Mobile Suit Victory Gundam,UC,2420,MG
V-Dash Gundam (Ver. Ka) (MG),2010-07-22,Mobile Suit Victory Gundam,UC,6380,MG
V2 Gundam Ver. Ka (MG),2015-12-26,Mobile Suit Victory Gundam,UC,4950,MG
Gun-EZ,2018-12-29,Mobile Suit Victory Gundam,UC,3850,RE
V Dash Gundam (SD),1994-03-01,Mobile Suit Victory Gundam,UC,550,SD
V2 Assault Buster Gundam (SD),1994-05-01,Mobile Suit Victory Gundam,UC,880,SD
V Gundam (SD),1999-11,Mobile Suit Victory Gundam,UC,550,SD
V2 Gundam (SD),1999-11,Mobile Suit Victory Gundam,UC,880,SD
Qubeley (HG),1999-09-17,Mobile Suit Zeta Gundam,UC,1650,HG
Hyaku Shiki (HG),1999-10-22,Mobile Suit Zeta Gundam,UC,1650,HG
Rick Dias (HG),2000-06,Mobile Suit Zeta Gundam,UC,1320,HG
Hi-Zack (HG),2000-06,Mobile Suit Zeta Gundam,UC,1100,HG
Gundam Mk-II (Titans) (HG),2002-05-17,Mobile Suit Zeta Gundam,UC,1100,HG
Rick Dias (Quattro Bajeena Custom) (HG),2002-08,Mobile Suit Zeta Gundam,UC,1320,HG
Super Gundam (HG),2002-11,Mobile Suit Zeta Gundam,UC,2200,HG
The-O (HG),2002-12,Mobile Suit Zeta Gundam,UC,2640,HG
Zeta Gundam (HG),2003-10,Mobile Suit Zeta Gundam,UC,1760,HG
Gaplant (HG),2003-11,Mobile Suit Zeta Gundam,UC,2420,HG
Hyaku-Shiki + Mega Bazooka Launcher (HG),2004-07,Mobile Suit Zeta Gundam,UC,1980,HG
Psyco Gundam (HG),2004-08-20,Mobile Suit Zeta Gundam,UC,5500,HG
Marasai (HG),2005-01,Mobile Suit Zeta Gundam,UC,1540,HG
Gundam Mk-II + Flying Armor (HG),2005-01,Mobile Suit Zeta Gundam,UC,2200,HG
Asshimar (HG),2005-06,Mobile Suit Zeta Gundam,UC,2200,HG
Hi-Zack (Earth Federation) (HG),2005-06,Mobile Suit Zeta Gundam,UC,1100,HG
Gabthley (HG),2005-12,Mobile Suit Zeta Gundam,UC,1760,HG
Palace Athene (HG),2006-02,Mobile Suit Zeta Gundam,UC,1980,HG
Methuss (HG),2006-03,Mobile Suit Zeta Gundam,UC,1540,HG
Gaza-C (Haman Karn Custom) (HG),2006-04,Mobile Suit Zeta Gundam,UC,1540,HG
Gaza-C (HG),2006-04,Mobile Suit Zeta Gundam,UC,1650,HG
GM II (HG),2011-10-22,Mobile Suit Zeta Gundam,UC,1540,HG
Hambrabi (HG),2012-08-25,Mobile Suit Zeta Gundam,UC,1870,HG
Nemo (HG),2013-01-26,Mobile Suit Zeta Gundam,UC,1650,HG
Messala (HG),2013-06-15,Mobile Suit Zeta Gundam,UC,3300,HG
Gundam Mk-II [AEUG] (Revive) (HG),2015-11-28,Mobile Suit Zeta Gundam,UC,1650,HG
Gundam Mk-II [Titans] (Revive) (HG),2015-11-26,Mobile Suit Zeta Gundam,UC,1650,HG
Qubeley (Revive) (HG),2015-12-19,Mobile Suit Zeta Gundam,UC,1980,HG
Hyaku-Shiki (Revive) (HG),2016-08-11,Mobile Suit Zeta Gundam,UC,1980,HG
Zeta Gundam (Gunpla Evolution Project) (HG),2017-04-22,Mobile Suit Zeta Gundam,UC,1980,HG
Barzam (HG),2017-05-20,Mobile Suit Zeta Gundam,UC,1650,HG
Galbaldy ? (HG),2018-06-16,Mobile Suit Zeta Gundam,UC,1650,HG
Byarlant (HG),2018-07-07,Mobile Suit Zeta Gundam,UC,2860,HG
Dijeh (HG),2018-12-08,Mobile Suit Zeta Gundam,UC,2090,HG
Baund Doc (HG),2020-10-24,Mobile Suit Zeta Gundam,UC,5500,HG
Zeta Gundam (MG),1996-04-27,Mobile Suit Zeta Gundam,UC,3300,MG
Gundam Mk-II (AEUG) (MG),1998-07,Mobile Suit Zeta Gundam,UC,3080,MG
Gundam Mk-II (Titans) (MG),1998-08,Mobile Suit Zeta Gundam,UC,3080,MG
Super Gundam (MG),1998-12,Mobile Suit Zeta Gundam,UC,4400,MG
Hyaku-Shiki (MG),2001-03,Mobile Suit Zeta Gundam,UC,4950,MG
Qubeley (MG),2001-08,Mobile Suit Zeta Gundam,UC,4400,MG
Rick Dias (MG),2004-05,Mobile Suit Zeta Gundam,UC,3850,MG
Hi-Zack (MG),2004-08,Mobile Suit Zeta Gundam,UC,3300,MG
Rick Dias (Quattro Bajeena Custom) (MG),2004-12,Mobile Suit Zeta Gundam,UC,3960,MG
Hyaku-Shiki + Ballute System (MG),2005-09-17,Mobile Suit Zeta Gundam,UC,4400,MG
Gundam Mk-II (AEUG) (2.0) (MG),2005-10-21,Mobile Suit Zeta Gundam,UC,4400,MG
Zeta Gundam (2.0) (MG),2005-12-23,Mobile Suit Zeta Gundam,UC,5500,MG
Nemo (MG),2006-02-11,Mobile Suit Zeta Gundam,UC,3080,MG
Gundam Mk-II (Titans) (2.0) (MG),2006-03-25,Mobile Suit Zeta Gundam,UC,3850,MG
The-O (MG),2010-08-07,Mobile Suit Zeta Gundam,UC,13200,MG
Marasai (MG),2012-05-26,Mobile Suit Zeta Gundam,UC,4400,MG
Hyaku-Shiki (2.0) (MG),2015-05-30,Mobile Suit Zeta Gundam,UC,7480,MG
Zeta Gundam (Ver. Ka) (MG),2023-04-29,Mobile Suit Zeta Gundam,UC,7150,MG
Zeta Gundam,2000-03,Mobile Suit Zeta Gundam,UC,22000,PG
Gundam Mk-II (AEUG),2001-11,Mobile Suit Zeta Gundam,UC,16500,PG
Gundam Mk-II (Titans),2002-07,Mobile Suit Zeta Gundam,UC,16500,PG
Dijeh,2015-06-20,Mobile Suit Zeta Gundam,UC,3850,RE
Gundam Mk-II (Titans) (RG),2012-04-28,Mobile Suit Zeta Gundam,UC,2750,RG
Gundam Mk-II (AEUG) (RG),2012-05-15,Mobile Suit Zeta Gundam,UC,2750,RG
Zeta Gundam (RG),2012-11-23,Mobile Suit Zeta Gundam,UC,3300,RG
Zetaman (SD),1987-07,Mobile Suit Zeta Gundam,UC,330,SD
Gundam Mk II (SD),1988-08-25,Mobile Suit Zeta Gundam,UC,330,SD
Baund Doc (SD),1988-10-20,Mobile Suit Zeta Gundam,UC,330,SD
Zeta Gundam (SD),1999-08,Mobile Suit Zeta Gundam,UC,550,SD
The O (SD),2001-04,Mobile Suit Zeta Gundam,UC,880,SD
Gundam Mk II (Titans) (SD),2001-06,Mobile Suit Zeta Gundam,UC,550,SD
Super Gundam (SD),2001-12,Mobile Suit Zeta Gundam,UC,880,SD
Zeta Gundam (SD),2018-08-25,Mobile Suit Zeta Gundam,UC,1100,SD
Gates’ Bound Doc (SD),1988,Mobile Suit Zeta Gundam,UC,440,SD
Hyaku-Shiki (SD),2000-08,Mobile Suit Zeta Gundam,UC,440,SD
Qubeley (SD),2001-05,Mobile Suit Zeta Gundam,UC,440,SD
Hyaku-Shiki & Mega Launcher (SD),2001-10,Mobile Suit Zeta Gundam,UC,880,SD
Perfect Gundam (MG),2003-12-20,Plamo-Kyoshiro,PK,4400,MG
Perfect Zeong (MG),2004-06,Plamo-Kyoshiro,PK,11000,MG
Perfect Gundam (SD),1989-11-25,Plamo-Kyoshiro,PK,330,SD
Perfect Gundam (SD),2002-05,Plamo-Kyoshiro,PK,1100,SD
Perfect Gundam (SD),1988,Plamo-Kyoshiro,PK,440,SD
Phoenix Gundam (SD),2020-06-20,SD Gundam G Generation F,SDGG,1540,SD
Gundam Mk. IV (SD),2000-02,SD Gundam G Generation Zero,SDGG,440,SD
Sisquiede (SD),2019-04-27,SD Gundam G Generation: Monoeye Gundams,SDGG,1540,SD
Sisquiede (Titans) (SD),2019-04-27,SD Gundam G Generation: Monoeye Gundams,SDGG,1540,SD
Tornado Gundam (SD),2023-04-22,SD Gundam GX,SDGG,1760,SD
Turn A Gundam (HG),2014-04-12,Turn A Gundam,CC,1540,HG
Turn A Gundam (MG),2007-08,Turn A Gundam,CC,4180,MG
Turn X (MG),2014-06-14,Turn A Gundam,CC,6600,MG
Turn A Gundam (SD),2000-04,Turn A Gundam,CC,440,SD
ZII (HG),2014-09-13,Zeta Gundam Mobile Suit Variations,UC,2640,HG
Gundam Mk-III,2015-01-24,Zeta Gundam Mobile Suit Variations,UC,3850,RE
Guncannon Detector,2018-02-10,Zeta Gundam Mobile Suit Variations,UC,4400,RE
Full Armor Gundam Mk. II (SD),1988,Zeta Gundam Mobile Suit Variations,UC,440,SD
